PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35133491","Can linear regression confirm VO(2)max was attained in middle-aged and older adults?","Ducharme JB, McKenna ZJ, Gibson AL, Mermier CM.","Eur J Appl Physiol. 2022 Feb 8. doi: 10.1007/s00421-022-04904-8. Online ahead of print.","Ducharme JB","Eur J Appl Physiol","2022","2022/02/08","","","10.1007/s00421-022-04904-8"
"35131060","Correction to Table 3 in: Posttraumatic Stress Disorder Is Associated With a Decrease in Anaerobic Threshold, Oxygen Pulse, and Maximal Oxygen Uptake","","Chest. 2022 Feb;161(2):591. doi: 10.1016/j.chest.2022.01.002.","","Chest","2022","2022/02/08","","","10.1016/j.chest.2022.01.002"
"35130944","Does predicted age at peak height velocity explain physical performance in U13-15 basketball female players?","Gryko K, Adamczyk JG, Kopiczko A, Calvo JL, Calvo AL, Mikołajec K.","BMC Sports Sci Med Rehabil. 2022 Feb 8;14(1):21. doi: 10.1186/s13102-022-00414-4.","Gryko K","BMC Sports Sci Med Rehabil","2022","2022/02/08","PMC8822673","","10.1186/s13102-022-00414-4"
"35130512","How Do the Effects of an 8-Week Intervention Influence Subsequent Performance Development in Cross-Country Skiers?","Talsnes RK, Engdahl LJ, Sandbakk Ø.","Int J Sports Physiol Perform. 2022 Feb 7:1-11. doi: 10.1123/ijspp.2021-0356. Online ahead of print.","Talsnes RK","Int J Sports Physiol Perform","2022","2022/02/07","","","10.1123/ijspp.2021-0356"
"35128541","Moderate Intensity Exercise in Pre-manifest Huntington's Disease: Results of a 6 months Trial","Aldine AS, Ogilvie A, Wemmie J, Kent J, Schultz J, Long JD, Kamholz J, Sajjad H, Kline J, Shaw E, Voss M, Paulsen JS, Magnotta VA.","SVOA Neurol. 2021;2(1):6-36. Epub 2021 Feb 3.","Aldine AS","SVOA Neurol","2021","2022/02/07","PMC8815110","NIHMS1688165",""
"35127792","The Impact of Sodium Alginate Hydrogel on Exogenous Glucose Oxidation Rate and Gastrointestinal Comfort in Well-Trained Runners","Sutehall S, Muniz-Pardos B, Bosch AN, Galloway SD, Pitsiladis Y.","Front Nutr. 2022 Jan 20;8:810041. doi: 10.3389/fnut.2021.810041. eCollection 2021.","Sutehall S","Front Nutr","2022","2022/02/07","PMC8811475","","10.3389/fnut.2021.810041"
"35122632","Sex Differences in Endurance Running","Besson T, Macchi R, Rossi J, Morio CYM, Kunimasa Y, Nicol C, Vercruyssen F, Millet GY.","Sports Med. 2022 Feb 5. doi: 10.1007/s40279-022-01651-w. Online ahead of print.","Besson T","Sports Med","2022","2022/02/05","","","10.1007/s40279-022-01651-w"
"35122228","The Aging Athlete: Paradigm of Healthy Aging","Gries KJ, Trappe SW.","Int J Sports Med. 2022 Feb 4. doi: 10.1055/a-1761-8481. Online ahead of print.","Gries KJ","Int J Sports Med","2022","2022/02/05","","","10.1055/a-1761-8481"
"35121246","Physical exercise may improve problem-solving skills and emotional intelligence in patients with relapsing-remitting multiple sclerosis: A cross-sectional study","Tasci I, Demir CF, Bilek F, Albayrak S.","Mult Scler Relat Disord. 2022 Jan 29;59:103641. doi: 10.1016/j.msard.2022.103641. Online ahead of print.","Tasci I","Mult Scler Relat Disord","2022","2022/02/05","","","10.1016/j.msard.2022.103641"
"35121084","A systematic review of electrocardiographic changes in healthy high-altitude populations","Parodi JB, Ramchandani R, Zhou Z, Chango DX, Acunzo R, Liblik K, Farina JM, Zaidel EJ, Ruiz-Mori E, Carreón JMA, Liprandi AS, Baranchuk A; ANDES (Altitude Non-specific Distributed ECG Screening) Project Investigators.","Trends Cardiovasc Med. 2022 Feb 2:S1050-1738(22)00015-9. doi: 10.1016/j.tcm.2022.01.013. Online ahead of print.","Parodi JB","Trends Cardiovasc Med","2022","2022/02/05","","","10.1016/j.tcm.2022.01.013"
"35115578","Single bout of exercise triggers the increase of vitamin D blood concentration in adolescent trained boys: a pilot study","Dzik KP, Grzywacz T, Łuszczyk M, Kujach S, Flis DJ, Kaczor JJ.","Sci Rep. 2022 Feb 3;12(1):1825. doi: 10.1038/s41598-022-05783-x.","Dzik KP","Sci Rep","2022","2022/02/04","PMC8814171","","10.1038/s41598-022-05783-x"
"35114706","Association of Cardiopulmonary Exercise Capacity and Adipokines in the General Population","Lendeckel F, Zylla S, Markus MRP, Ewert R, Gläser S, Völzke H, Albrecht D, Friedrich N, Nauck M, Felix SB, Dörr M, Bahls M.","Int J Sports Med. 2022 Feb 3. doi: 10.1055/a-1699-2380. Online ahead of print.","Lendeckel F","Int J Sports Med","2022","2022/02/03","","","10.1055/a-1699-2380"
"35113430","Physical activity reduces oxidative stress and improves lipid profile made by smoking - Effectiveness of irregular and continuous training programs","Zguira MS, Koubaa A, Fekih S, Koubaa S, Trabelsi H, Zghal K, Bragazzi NL, Hakim A.","Eur Rev Med Pharmacol Sci. 2022 Jan;26(2):534-543. doi: 10.26355/eurrev_202201_27881.","Zguira MS","Eur Rev Med Pharmacol Sci","2022","2022/02/03","","","10.26355/eurrev_202201_27881"
"35113387","Does Regular Physical Activity Mitigate the Age-Associated Decline in Pulmonary Function?","Burtscher J, Millet GP, Gatterer H, Vonbank K, Burtscher M.","Sports Med. 2022 Feb 3. doi: 10.1007/s40279-022-01652-9. Online ahead of print.","Burtscher J","Sports Med","2022","2022/02/03","","","10.1007/s40279-022-01652-9"
"35112091","Comparison of the lymphocyte response to interval exercise versus continuous exercise in recreationally trained men","Arroyo E, Tagesen EC, Hart TL, Miller BA, Jajtner AR.","Brain Behav Immun Health. 2022 Jan 15;20:100415. doi: 10.1016/j.bbih.2022.100415. eCollection 2022 Mar.","Arroyo E","Brain Behav Immun Health","2022","2022/02/03","PMC8790298","","10.1016/j.bbih.2022.100415"
"35110995","Aerobic Exercise Training-Induced Changes on DNA Methylation in Mild Cognitively Impaired Elderly African Americans: Gene, Exercise, and Memory Study - GEMS-I","Ngwa JS, Nwulia E, Ntekim O, Bedada FB, Kwabi-Addo B, Nadarajah S, Johnson S, Southerland WM, Kwagyan J, Obisesan TO.","Front Mol Neurosci. 2022 Jan 17;14:752403. doi: 10.3389/fnmol.2021.752403. eCollection 2021.","Ngwa JS","Front Mol Neurosci","2022","2022/02/03","PMC8802631","","10.3389/fnmol.2021.752403"
"35106632","Effects of oral cystine and glutamine on exercise-induced changes in gastrointestinal permeability and damage markers in young men","Tataka Y, Haramura M, Hamada Y, Ono M, Toyoda S, Yamada T, Hiratsu A, Suzuki K, Miyashita M.","Eur J Nutr. 2022 Feb 1. doi: 10.1007/s00394-022-02806-1. Online ahead of print.","Tataka Y","Eur J Nutr","2022","2022/02/02","","","10.1007/s00394-022-02806-1"
"35106621","Exercise Prescription Enhances Maximal Oxygen Uptake and Anaerobic Threshold in Young Single Ventricle Patients with Fontan Circulation","Pyykkönen H, Rahkonen O, Ratia N, Lähteenmäki S, Tikkanen H, Piirilä P, Pitkänen-Argillander O.","Pediatr Cardiol. 2022 Feb 1. doi: 10.1007/s00246-021-02806-8. Online ahead of print.","Pyykkönen H","Pediatr Cardiol","2022","2022/02/02","","","10.1007/s00246-021-02806-8"
"35103994","Combined effects of maximal oxygen uptake and glucose status on mortality: The Prospective KIHD cohort study","Kurl S, Hakkarainen P, Voutilainen A, Lönnroos E.","Scand J Med Sci Sports. 2022 Feb 1. doi: 10.1111/sms.14135. Online ahead of print.","Kurl S","Scand J Med Sci Sports","2022","2022/02/01","","","10.1111/sms.14135"
"35101845","Atherogenic lipidomics profile in healthy individuals with low cardiorespiratory fitness: The HUNT3 fitness study","Nodeland M, Klevjer M, Sæther J, Giskeødegård G, Bathen TF, Wisløff U, Bye A.","Atherosclerosis. 2022 Feb;343:51-57. doi: 10.1016/j.atherosclerosis.2022.01.001. Epub 2022 Jan 20.","Nodeland M","Atherosclerosis","2022","2022/02/01","","","10.1016/j.atherosclerosis.2022.01.001"
"35100970","The short term influence of right ventricular pacing burden on echocardiographic and spiroergometric parameters in patients with preserved left ventricular ejection fraction","Youssef A, Pfluecke C, Dawid M, Ibrahim K, Günther M, Kolschmann S, Richter U, Francke A, Wunderlich C, Christoph M.","BMC Cardiovasc Disord. 2022 Jan 31;22(1):23. doi: 10.1186/s12872-021-02429-0.","Youssef A","BMC Cardiovasc Disord","2022","2022/02/01","PMC8802452","","10.1186/s12872-021-02429-0"
"35096239","Tactical Circuit Training Improves Blood Pressure and Vascular Health More Than Resistance Training","McLaughlin KC, Perez AN, Donahue S, Feairheller DL.","Int J Exerc Sci. 2021 Nov 1;14(3):1320-1333. eCollection 2021.","McLaughlin KC","Int J Exerc Sci","2021","2022/01/31","PMC8758159","",""
"35096081","Effects of 8-week High-Intensity Interval Training and Moderate-Intensity Continuous Training on Bone Metabolism in Sedentary Young Females","Lu M, Li M, Yi L, Li F, Feng L, Ji T, Zang Y, Qiu J.","J Exerc Sci Fit. 2022 Apr;20(2):77-83. doi: 10.1016/j.jesf.2022.01.001. Epub 2022 Jan 5.","Lu M","J Exerc Sci Fit","2022","2022/01/31","PMC8762074","","10.1016/j.jesf.2022.01.001"
"35095551","Influence of High Hemoglobin-Oxygen Affinity on Humans During Hypoxia","Webb KL, Dominelli PB, Baker SE, Klassen SA, Joyner MJ, Senefeld JW, Wiggins CC.","Front Physiol. 2022 Jan 14;12:763933. doi: 10.3389/fphys.2021.763933. eCollection 2021.","Webb KL","Front Physiol","2022","2022/01/31","PMC8795792","","10.3389/fphys.2021.763933"
"35092176","Can glucose-lowering medications improve outcomes in non-diabetic heart failure patients? A Bayesian network meta-analysis","Yeong T, Mai AS, Lim OZH, Ng CH, Chin YH, Tay P, Lin C, Muthiah M, Khoo CM, Dalakoti M, Loh PH, Chan M, Yeo TC, Foo R, Wong R, Chew NWS, Lin W.","ESC Heart Fail. 2022 Jan 29. doi: 10.1002/ehf2.13822. Online ahead of print.","Yeong T","ESC Heart Fail","2022","2022/01/29","","","10.1002/ehf2.13822"
"35090181","Effects of short sprint interval training on aerobic and anaerobic indices: A systematic review and meta-analysis","Boullosa D, Dragutinovic B, Feuerbacher JF, Benítez-Flores S, Coyle EF, Schumann M.","Scand J Med Sci Sports. 2022 Jan 28. doi: 10.1111/sms.14133. Online ahead of print.","Boullosa D","Scand J Med Sci Sports","2022","2022/01/28","","","10.1111/sms.14133"
"35090062","The effect of the protective face mask on cardiorespiratory response during aerobic exercise","do Prado DML, Silvino VO, Motta-Santos D, Dos Santos MAP.","Clin Exp Pharmacol Physiol. 2022 Apr;49(4):453-461. doi: 10.1111/1440-1681.13624. Epub 2022 Feb 7.","do Prado DML","Clin Exp Pharmacol Physiol","2022","2022/01/28","","","10.1111/1440-1681.13624"
"35088563","Impact of training modes on fitness and body composition in women with obesity: A systematic review and meta-analysis","Davis ME, Blake C, Perrotta C, Cunningham C, O'Donoghue G.","Obesity (Silver Spring). 2022 Feb;30(2):300-319. doi: 10.1002/oby.23305.","Davis ME","Obesity (Silver Spring)","2022","2022/01/28","","","10.1002/oby.23305"
"35086094","Lean Mass Loss and Altered Muscular Aerobic Capacity after Bariatric Surgery","Zhou N, Scoubeau C, Forton K, Loi P, Closset J, Deboeck G, Moraine JJ, Klass M, Faoro V.","Obes Facts. 2022 Jan 27:1-9. doi: 10.1159/000521242. Online ahead of print.","Zhou N","Obes Facts","2022","2022/01/27","","","10.1159/000521242"
"35085265","Novel track field test to determine Vpeak, relationship with treadmill test and 10-km running performance in trained endurance runners","Manoel FA, Peserico CS, Machado FA.","PLoS One. 2022 Jan 27;17(1):e0260338. doi: 10.1371/journal.pone.0260338. eCollection 2022.","Manoel FA","PLoS One","2022","2022/01/27","PMC8794091","","10.1371/journal.pone.0260338"
"35084996","Pulmonary Aspects of COVID-19","Doerschug KC, Schmidt GA.","Annu Rev Med. 2022 Jan 27;73:81-93. doi: 10.1146/annurev-med-042220-014817.","Doerschug KC","Annu Rev Med","2022","2022/01/27","","","10.1146/annurev-med-042220-014817"
"35082501","Exercise Limitation in Children and Adolescents with Mild-to-Moderate Asthma","Lagiou O, Fouzas S, Lykouras D, Sinopidis X, Karatza A, Karkoulias K, Dimitriou G, Anthracopoulos MB.","J Asthma Allergy. 2022 Jan 18;15:89-98. doi: 10.2147/JAA.S335357. eCollection 2022.","Lagiou O","J Asthma Allergy","2022","2022/01/27","PMC8785132","","10.2147/JAA.S335357"
"35081660","Acute exercise decreases insulin-stimulated extracellular vesicles in conjunction with augmentation index in adults with obesity","Heiston EM, Ballantyne A, La Salvia S, Musante L, Erdbrügger U, Malin SK.","J Physiol. 2022 Jan 26. doi: 10.1113/JP282274. Online ahead of print.","Heiston EM","J Physiol","2022","2022/01/26","","","10.1113/JP282274"
"35078280","[Study on the Benefit of Postoperative Exercise Rehabilitation in Patients with  Lung Cancer Complicated with Chronic Obstructive Pulmonary Disease]","Yu Z, Xie G, Qin C, Qiu X.","Zhongguo Fei Ai Za Zhi. 2022 Jan 20;25(1):14-20. doi: 10.3779/j.issn.1009-3419.2021.102.51.","Yu Z","Zhongguo Fei Ai Za Zhi","2022","2022/01/25","PMC8796134","","10.3779/j.issn.1009-3419.2021.102.51"
"35076533","Influence of COVID-19 Restrictions on Training and Physiological Characteristics in U23 Elite Cyclists","Leo P, Mujika I, Lawley J.","J Funct Morphol Kinesiol. 2021 Dec 21;7(1):1. doi: 10.3390/jfmk7010001.","Leo P","J Funct Morphol Kinesiol","2021","2022/01/25","PMC8788453","","10.3390/jfmk7010001"
"35072942","Validity of Estimating the Maximal Oxygen Consumption by Consumer Wearables: A Systematic Review with Meta-analysis and Expert Statement of the INTERLIVE Network","Molina-Garcia P, Notbohm HL, Schumann M, Argent R, Hetherington-Rauth M, Stang J, Bloch W, Cheng S, Ekelund U, Sardinha LB, Caulfield B, Brønd JC, Grøntved A, Ortega FB.","Sports Med. 2022 Jan 24. doi: 10.1007/s40279-021-01639-y. Online ahead of print.","Molina-Garcia P","Sports Med","2022","2022/01/24","","","10.1007/s40279-021-01639-y"
"35072415","Has the profile of heart transplantation recipients changed within the last three decades?","Anouck Z, Tozzi P, Regamey J, Abdurashidova T, Meyer P, Lefol K, Pascual M, Yerly P, Aubert V, Aur S, Rancati V, Marcucci C, Rusca M, Rotman S, Pretre R, Kirsch M, Hullin R.","Swiss Med Wkly. 2022 Jan 21;152:w30108. doi: 10.4414/smw.2022.w30108. eCollection 2022 Jan 17.","Anouck Z","Swiss Med Wkly","2022","2022/01/24","","","10.4414/smw.2022.w30108"
"35071605","A Comparative Study of Health Efficacy Indicators in Subjects with T2DM Applying Power Cycling to 12 Weeks of Low-Volume High-Intensity Interval Training and Moderate-Intensity Continuous Training","Li J, Cheng W, Ma H.","J Diabetes Res. 2022 Jan 13;2022:9273830. doi: 10.1155/2022/9273830. eCollection 2022.","Li J","J Diabetes Res","2022","2022/01/24","PMC8776485","","10.1155/2022/9273830"
"35071342","Population and Age-Based Cardiorespiratory Fitness Level Investigation and Automatic Prediction","Xiang L, Deng K, Mei Q, Gao Z, Yang T, Wang A, Fernandez J, Gu Y.","Front Cardiovasc Med. 2022 Jan 5;8:758589. doi: 10.3389/fcvm.2021.758589. eCollection 2021.","Xiang L","Front Cardiovasc Med","2022","2022/01/24","PMC8767158","","10.3389/fcvm.2021.758589"
"35069589","Obesity Increases Gene Expression of Markers Associated With Immunosenescence in Obese Middle-Aged Individuals","Brunelli DT, Boldrini VO, Bonfante ILP, Duft RG, Mateus K, Costa L, Chacon-Mikahil MPT, Teixeira AM, Farias AS, Cavaglieri CR.","Front Immunol. 2022 Jan 5;12:806400. doi: 10.3389/fimmu.2021.806400. eCollection 2021.","Brunelli DT","Front Immunol","2022","2022/01/24","PMC8766659","","10.3389/fimmu.2021.806400"
"35064385","Inhaled nitric oxide does not improve maximal oxygen consumption in endurance trained and untrained healthy individuals","Brotto AR, Phillips DB, Meah VL, Ross BA, Fuhr DP, Beaudry RI, van Diepen S, Stickland MK.","Eur J Appl Physiol. 2022 Mar;122(3):703-715. doi: 10.1007/s00421-021-04866-3. Epub 2022 Jan 22.","Brotto AR","Eur J Appl Physiol","2022","2022/01/22","","","10.1007/s00421-021-04866-3"
"35064262","Evaluation of Two Training Programs Designed to Enhance Performance on the Army Combat Fitness Test Among ROTC Cadets","Newman A, Armonda A, Braun B.","Mil Med. 2022 Jan 22:usac015. doi: 10.1093/milmed/usac015. Online ahead of print.","Newman A","Mil Med","2022","2022/01/22","","","10.1093/milmed/usac015"
"35063051","Repeated Ischemic Preconditioning Effects on Physiological Responses to Hypoxic Exercise","Chopra K, Jeffries O, Tallent J, Heffernan S, Kilduff L, Gray A, Waldron M.","Aerosp Med Hum Perform. 2022 Jan 1;93(1):13-21. doi: 10.3357/AMHP.5919.2022.","Chopra K","Aerosp Med Hum Perform","2022","2022/01/22","","","10.3357/AMHP.5919.2022"
"35058795","Feeding Tolerance, Glucose Availability, and Whole-Body Total Carbohydrate and Fat Oxidation in Male Endurance and Ultra-Endurance Runners in Response to Prolonged Exercise, Consuming a Habitual Mixed Macronutrient Diet and Carbohydrate Feeding During Exercise","Rauch CE, McCubbin AJ, Gaskell SK, Costa RJS.","Front Physiol. 2022 Jan 4;12:773054. doi: 10.3389/fphys.2021.773054. eCollection 2021.","Rauch CE","Front Physiol","2022","2022/01/21","PMC8764139","","10.3389/fphys.2021.773054"
"35056684","The Impact of a Graded Maximal Exercise Protocol on Exhaled Volatile Organic Compounds: A Pilot Study","Heaney LM, Kang S, Turner MA, Lindley MR, Thomas CLP.","Molecules. 2022 Jan 7;27(2):370. doi: 10.3390/molecules27020370.","Heaney LM","Molecules","2022","2022/01/21","PMC8779231","","10.3390/molecules27020370"
"35053141","Metabolic, Cardiac, and Hemorheological Responses to Submaximal Exercise under Light and Moderate Hypobaric Hypoxia in Healthy Men","Park HY, Kim JW, Nam SS.","Biology (Basel). 2022 Jan 15;11(1):144. doi: 10.3390/biology11010144.","Park HY","Biology (Basel)","2022","2022/01/21","PMC8772706","","10.3390/biology11010144"
"35053101","Exhaustive Exercise Increases Spontaneous but Not fMLP-Induced Production of Reactive Oxygen Species by Circulating Phagocytes in Amateur Sportsmen","Chmielecki A, Bortnik K, Galczynski S, Padula G, Jerczynska H, Stawski R, Nowak D.","Biology (Basel). 2022 Jan 10;11(1):103. doi: 10.3390/biology11010103.","Chmielecki A","Biology (Basel)","2022","2022/01/21","PMC8773189","","10.3390/biology11010103"
